0.10  2.316
0.20  2.298
0.30  2.302
0.40  2.324
0.50  2.344
0.60  2.336
0.70  2.296
0.80  2.364
0.90  2.382
1.00  2.406
1.10  2.432
1.20  2.450
1.30  2.302
1.40  2.298
1.50  2.370
1.60  2.476
1.70  2.517
1.80  2.541
1.90  2.557
2.00  2.563
2.10  2.569
2.20  2.573
2.30  2.581
2.40  2.589
2.50  2.597
2.60  2.603
2.70  2.612
2.80  2.618
2.90  2.624
3.00  2.634
3.10  2.656
3.20  2.710
3.30  2.813
3.40  2.952
3.50  3.066
3.60  3.143
3.70  3.195
3.80  3.228
3.90  3.244
4.00  3.249
4.10  3.245
4.20  3.233
4.30  3.219
4.40  3.212
4.50  3.204
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
