0.10  2.180
0.20  2.170
0.30  2.158
0.40  2.168
0.50  2.164
0.60  2.152
0.70  2.180
0.80  2.244
0.90  2.278
1.00  2.312
1.10  2.362
1.20  2.408
1.30  2.426
1.40  2.404
1.50  2.398
1.60  2.429
1.70  2.465
1.80  2.493
1.90  2.517
2.00  2.537
2.10  2.551
2.20  2.561
2.30  2.567
2.40  2.573
2.50  2.580
2.60  2.590
2.70  2.612
2.80  2.648
2.90  2.704
3.00  2.787
3.10  2.887
3.20  2.978
3.30  3.048
3.40  3.089
3.50  3.109
3.60  3.105
3.70  3.084
3.80  3.050
3.90  3.008
4.00  2.968
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
