0.10  2.322
0.20  2.306
0.30  2.286
0.40  2.322
0.50  2.376
0.60  2.398
0.70  2.436
0.80  2.464
0.90  2.460
1.00  2.408
1.10  2.428
1.20  2.448
1.30  2.492
1.40  2.540
1.50  2.589
1.60  2.617
1.70  2.623
1.80  2.607
1.90  2.591
2.00  2.585
2.10  2.581
2.20  2.573
2.30  2.563
2.40  2.555
2.50  2.558
2.60  2.582
2.70  2.660
2.80  2.783
2.90  2.869
3.00  2.911
3.10  0.000
3.20  0.000
3.30  0.000
3.40  0.000
3.50  0.000
3.60  0.000
3.70  0.000
3.80  0.000
3.90  0.000
4.00  0.000
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
