0.10  2.272
0.20  2.278
0.30  2.266
0.40  2.270
0.50  2.274
0.60  2.286
0.70  2.288
0.80  2.300
0.90  2.304
1.00  2.308
1.10  2.320
1.20  2.336
1.30  2.354
1.40  2.366
1.50  2.380
1.60  2.394
1.70  2.414
1.80  2.436
1.90  2.464
2.00  2.498
2.10  2.536
2.20  2.573
2.30  2.605
2.40  2.635
2.50  2.663
2.60  2.689
2.70  2.711
2.80  2.729
2.90  2.743
3.00  2.751
3.10  2.755
3.20  2.757
3.30  2.759
3.40  2.759
3.50  2.764
3.60  2.768
3.70  2.772
3.80  2.778
3.90  2.784
4.00  2.786
4.10  2.790
4.20  2.794
4.30  2.800
4.40  2.807
4.50  2.817
4.60  2.825
4.70  2.833
4.80  2.839
4.90  2.843
5.00  2.845
5.10  2.852
5.20  2.860
5.30  2.872
5.40  2.884
5.50  2.900
5.60  2.919
5.70  2.939
5.80  2.961
5.90  2.988
6.00  3.020
