0.10  2.040
0.20  2.034
0.30  2.032
0.40  2.014
0.50  2.006
0.60  2.002
0.70  1.996
0.80  2.010
0.90  2.034
1.00  2.044
1.10  2.050
1.20  2.058
1.30  2.070
1.40  2.088
1.50  2.110
1.60  2.130
1.70  2.150
1.80  2.166
1.90  2.180
2.00  2.192
2.10  2.204
2.20  2.214
2.30  2.224
2.40  2.230
2.50  2.234
2.60  2.234
2.70  2.234
2.80  2.230
2.90  2.226
3.00  2.220
3.10  2.214
3.20  2.208
3.30  2.202
3.40  2.198
3.50  2.198
3.60  2.200
3.70  2.206
3.80  2.216
3.90  2.234
4.00  2.260
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
