0.10  2.164
0.20  2.162
0.30  2.158
0.40  2.150
0.50  2.144
0.60  2.136
0.70  2.120
0.80  2.100
0.90  2.088
1.00  2.088
1.10  2.098
1.20  2.118
1.30  2.142
1.40  2.160
1.50  2.174
1.60  2.182
1.70  2.186
1.80  2.190
1.90  2.192
2.00  2.194
2.10  2.194
2.20  2.196
2.30  2.196
2.40  2.196
2.50  2.198
2.60  2.200
2.70  2.206
2.80  2.212
2.90  2.222
3.00  2.234
3.10  2.250
3.20  2.272
3.30  2.300
3.40  2.336
3.50  2.380
3.60  0.000
3.70  0.000
3.80  0.000
3.90  0.000
4.00  0.000
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
