0.10  0.000
0.20  0.000
0.30  2.438
0.40  2.432
0.50  2.426
0.60  2.420
0.70  2.428
0.80  2.444
0.90  2.440
1.00  2.432
1.10  2.422
1.20  2.414
1.30  2.410
1.40  2.408
1.50  2.408
1.60  2.410
1.70  2.414
1.80  2.422
1.90  2.434
2.00  2.452
2.10  2.480
2.20  2.518
2.30  2.576
2.40  2.656
2.50  2.776
2.60  0.000
2.70  0.000
2.80  0.000
2.90  0.000
3.00  0.000
3.10  0.000
3.20  0.000
3.30  0.000
3.40  0.000
3.50  0.000
3.60  0.000
3.70  0.000
3.80  0.000
3.90  0.000
4.00  0.000
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
