0.10  2.248
0.20  2.252
0.30  2.274
0.40  2.292
0.50  2.328
0.60  2.358
0.70  2.386
0.80  2.400
0.90  2.262
1.00  2.288
1.10  2.320
1.20  2.374
1.30  2.488
1.40  2.534
1.50  2.541
1.60  2.533
1.70  2.531
1.80  2.531
1.90  2.537
2.00  2.543
2.10  2.551
2.20  2.559
2.30  2.571
2.40  2.587
2.50  2.608
2.60  2.638
2.70  2.692
2.80  2.794
2.90  2.933
3.00  3.031
3.10  3.080
3.20  3.096
3.30  3.100
3.40  3.097
3.50  3.091
3.60  0.000
3.70  0.000
3.80  0.000
3.90  0.000
4.00  0.000
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
