0.10  2.298
0.20  2.296
0.30  2.288
0.40  2.290
0.50  2.296
0.60  2.310
0.70  2.344
0.80  2.356
0.90  2.296
1.00  2.314
1.10  2.328
1.20  2.328
1.30  2.306
1.40  2.592
1.50  2.604
1.60  2.625
1.70  2.633
1.80  2.619
1.90  2.599
2.00  2.579
2.10  2.569
2.20  2.565
2.30  2.565
2.40  2.567
2.50  2.573
2.60  2.581
2.70  2.587
2.80  2.594
2.90  2.608
3.00  2.636
3.10  2.700
3.20  2.829
3.30  2.995
3.40  3.120
3.50  3.197
3.60  3.245
3.70  3.282
3.80  3.306
3.90  3.322
4.00  3.337
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
