0.10  2.226
0.20  2.214
0.30  2.198
0.40  2.198
0.50  2.198
0.60  2.198
0.70  2.194
0.80  2.202
0.90  2.250
1.00  2.268
1.10  2.280
1.20  2.300
1.30  2.330
1.40  2.386
1.50  2.436
1.60  2.468
1.70  2.487
1.80  2.501
1.90  2.513
2.00  2.525
2.10  2.537
2.20  2.547
2.30  2.553
2.40  2.559
2.50  2.563
2.60  2.567
2.70  2.570
2.80  2.576
2.90  2.586
3.00  2.600
3.10  2.622
3.20  2.662
3.30  2.727
3.40  2.829
3.50  2.954
3.60  3.065
3.70  3.143
3.80  3.192
3.90  3.218
4.00  3.237
4.10  3.249
4.20  3.259
4.30  3.276
4.40  3.294
4.50  3.317
4.60  3.335
4.70  3.354
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
