0.10  2.314
0.20  2.308
0.30  2.324
0.40  2.304
0.50  2.342
0.60  2.400
0.70  2.450
0.80  2.548
0.90  2.676
1.00  2.740
1.10  2.810
1.20  2.884
1.30  2.960
1.40  3.032
1.50  3.035
1.60  2.953
1.70  2.933
1.80  2.929
1.90  2.933
2.00  2.919
2.10  2.861
2.20  2.791
2.30  2.761
2.40  2.749
2.50  2.747
2.60  2.745
2.70  2.751
2.80  2.755
2.90  2.764
3.00  2.772
3.10  2.782
3.20  2.794
3.30  2.808
3.40  2.826
3.50  2.859
3.60  2.927
3.70  3.076
3.80  3.289
3.90  3.435
4.00  3.510
4.10  3.547
4.20  3.563
4.30  3.575
4.40  3.586
4.50  3.592
4.60  3.597
4.70  3.605
4.80  3.614
4.90  3.622
5.00  3.633
5.10  3.647
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
