0.10  2.104
0.20  2.114
0.30  2.118
0.40  2.130
0.50  2.132
0.60  2.130
0.70  2.142
0.80  2.164
0.90  2.176
1.00  2.184
1.10  2.188
1.20  2.192
1.30  2.194
1.40  2.200
1.50  2.210
1.60  2.224
1.70  2.242
1.80  2.262
1.90  2.280
2.00  2.296
2.10  2.306
2.20  2.312
2.30  2.314
2.40  2.314
2.50  2.310
2.60  2.304
2.70  2.298
2.80  2.290
2.90  2.280
3.00  2.270
3.10  2.260
3.20  2.250
3.30  2.240
3.40  2.230
3.50  2.220
3.60  2.212
3.70  2.206
3.80  2.202
3.90  2.200
4.00  2.200
4.10  2.202
4.20  2.210
4.30  2.220
4.40  2.236
4.50  2.258
4.60  2.288
4.70  2.326
4.80  2.374
4.90  2.436
5.00  2.516
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
