0.10  2.040
0.20  2.040
0.30  2.048
0.40  2.048
0.50  2.030
0.60  2.024
0.70  2.022
0.80  2.026
0.90  2.042
1.00  2.084
1.10  2.088
1.20  2.086
1.30  2.084
1.40  2.082
1.50  2.080
1.60  2.080
1.70  2.082
1.80  2.088
1.90  2.098
2.00  2.108
2.10  2.120
2.20  2.132
2.30  2.144
2.40  2.154
2.50  2.164
2.60  2.174
2.70  2.180
2.80  2.186
2.90  2.190
3.00  2.192
3.10  2.192
3.20  2.192
3.30  2.190
3.40  2.188
3.50  2.184
3.60  2.180
3.70  2.176
3.80  2.170
3.90  2.162
4.00  2.152
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
