0.10  0.000
0.20  0.000
0.30  0.000
0.40  0.000
0.50  0.000
0.60  2.188
0.70  2.152
0.80  2.120
0.90  2.116
1.00  2.122
1.10  2.136
1.20  2.152
1.30  2.170
1.40  2.190
1.50  2.210
1.60  2.224
1.70  2.234
1.80  2.240
1.90  2.244
2.00  2.248
2.10  2.250
2.20  2.256
2.30  2.262
2.40  2.270
2.50  2.282
2.60  2.294
2.70  2.306
2.80  2.322
2.90  2.340
3.00  2.362
3.10  0.000
3.20  0.000
3.30  0.000
3.40  0.000
3.50  0.000
3.60  0.000
3.70  0.000
3.80  0.000
3.90  0.000
4.00  0.000
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
