0.10  2.052
0.20  2.042
0.30  2.036
0.40  2.044
0.50  2.064
0.60  2.064
0.70  2.064
0.80  2.064
0.90  2.062
1.00  2.062
1.10  2.058
1.20  2.056
1.30  2.056
1.40  2.056
1.50  2.058
1.60  2.064
1.70  2.070
1.80  2.078
1.90  2.090
2.00  2.102
2.10  2.116
2.20  2.132
2.30  2.146
2.40  2.158
2.50  2.166
2.60  2.170
2.70  2.168
2.80  2.162
2.90  2.152
3.00  2.138
3.10  2.124
3.20  2.108
3.30  2.090
3.40  2.076
3.50  2.060
3.60  2.046
3.70  2.036
3.80  2.026
3.90  2.018
4.00  2.012
4.10  2.008
4.20  2.008
4.30  2.010
4.40  2.014
4.50  2.022
4.60  2.036
4.70  2.054
4.80  2.078
4.90  2.110
5.00  2.156
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
