0.10  1.990
0.20  1.990
0.30  1.998
0.40  2.002
0.50  2.000
0.60  2.020
0.70  2.022
0.80  2.026
0.90  2.030
1.00  2.034
1.10  2.040
1.20  2.056
1.30  2.084
1.40  2.110
1.50  2.116
1.60  2.114
1.70  2.110
1.80  2.106
1.90  2.102
2.00  2.098
2.10  2.098
2.20  2.098
2.30  2.100
2.40  2.104
2.50  2.110
2.60  2.116
2.70  2.126
2.80  2.138
2.90  2.152
3.00  2.170
3.10  0.000
3.20  0.000
3.30  0.000
3.40  0.000
3.50  0.000
3.60  0.000
3.70  0.000
3.80  0.000
3.90  0.000
4.00  0.000
4.10  0.000
4.20  0.000
4.30  0.000
4.40  0.000
4.50  0.000
4.60  0.000
4.70  0.000
4.80  0.000
4.90  0.000
5.00  0.000
5.10  0.000
5.20  0.000
5.30  0.000
5.40  0.000
5.50  0.000
5.60  0.000
5.70  0.000
5.80  0.000
5.90  0.000
6.00  0.000
