1.082600000000000055e-02 9.238899999999999543e-03 -2.444899999999999851e-02 -4.827200000000000241e-02 1.125600000000000038e-02 2.360100000000000045e-02 3.142299999999999954e-02 -8.574800000000000477e-03 -2.190600000000000047e-01 -1.335699999999999943e-01 6.523400000000000032e-02 2.574299999999999922e-01 -4.955499999999999905e-01 6.074600000000000000e-01 -6.638600000000000056e-01 6.999800000000000466e-01 -5.710499999999999465e-01 -9.363299999999999401e-02 8.189699999999999758e-01 -1.489699999999999913e-01 -8.595300000000000162e-01 -3.878599999999999826e-01 4.880099999999999993e-01 8.477999999999999980e-01 3.564200000000000146e-01 -4.913899999999999935e-01 -8.597799999999999887e-01 -4.523199999999999998e-01 3.580499999999999794e-01 8.566799999999999971e-01 6.555699999999999861e-01 -2.416199999999999945e-02 -6.831399999999999695e-01 -8.835600000000000120e-01 -5.271400000000000530e-01 1.357299999999999895e-01 7.172500000000000542e-01 9.046199999999999797e-01 6.613900000000000334e-01 1.575000000000000011e-01 -3.678799999999999848e-01 -7.510200000000000209e-01 -9.193200000000000260e-01 -8.592199999999999838e-01 -6.168400000000000549e-01 -2.600299999999999834e-01 1.370200000000000029e-01 4.918399999999999994e-01 7.512499999999999734e-01 8.986899999999999888e-01 9.415400000000000436e-01 8.980500000000000149e-01 7.928800000000000292e-01 6.465199999999999836e-01 4.773200000000000220e-01 2.861899999999999999e-01 7.239900000000000502e-02 -1.950399999999999912e-01 -6.044100000000000028e-01 -8.913400000000000212e-01
-7.247499999999999169e-04 -5.098250000000000351e-03 3.214650000000000146e-02 4.492550000000000016e-02 4.039750000000000285e-02 1.818849999999999981e-02 1.426549999999999763e-01 -2.969899999999999624e-02 -1.844350000000000156e-01 -1.443550000000000111e-01 -5.247900000000000481e-02 3.591499999999999693e-01 -4.944749999999999979e-01 5.759149999999999547e-01 -6.540300000000000002e-01 7.255549999999999500e-01 -7.335399999999999698e-01 1.939049999999999940e-01 7.376949999999999896e-01 -4.091750000000000109e-01 -8.417649999999999855e-01 -1.520749999999999880e-01 6.698199999999999710e-01 8.048150000000000581e-01 1.500049999999999994e-01 -6.545250000000000234e-01 -8.331049999999999844e-01 -2.749849999999999794e-01 5.275449999999999307e-01 8.795950000000000157e-01 5.246150000000000535e-01 -2.012249999999999872e-01 -7.848300000000000276e-01 -8.517399999999999416e-01 -3.880949999999999678e-01 2.934999999999999831e-01 8.056050000000000155e-01 8.839650000000000007e-01 5.517350000000000865e-01 1.066949999999999843e-02 -4.975550000000000250e-01 -8.273949999999999916e-01 -9.267549999999999955e-01 -8.019300000000000317e-01 -5.126300000000000301e-01 -1.324400000000000022e-01 2.634099999999999775e-01 5.963549999999999685e-01 8.212299999999999045e-01 9.294599999999999529e-01 9.342349999999999266e-01 8.573999999999999400e-01 7.260150000000000770e-01 5.603650000000000020e-01 3.784950000000000259e-01 1.800650000000000028e-01 -3.572499999999999981e-02 -2.982549999999999923e-01 -6.823900000000000521e-01 -8.530899999999999039e-01
-3.624599999999999957e-03 1.471899999999999945e-03 -2.728899999999999815e-03 6.391099999999999559e-02 1.749600000000000113e-02 1.217600000000000106e-03 1.441300000000000081e-01 -5.197100000000000330e-02 -7.286800000000000221e-02 -1.061700000000000005e-01 -1.615999999999999936e-01 3.640800000000000147e-01 -3.785700000000000176e-01 4.296900000000000164e-01 -5.305699999999999861e-01 6.396899999999999809e-01 -7.923499999999999988e-01 4.496399999999999841e-01 5.785700000000000287e-01 -6.209299999999999820e-01 -7.493800000000000461e-01 8.839600000000000235e-02 7.957199999999999829e-01 7.080499999999999572e-01 -5.909699999999999676e-02 -7.739300000000000068e-01 -7.620200000000000307e-01 -8.960999999999999521e-02 6.665600000000000414e-01 8.629900000000000349e-01 3.763400000000000079e-01 -3.646599999999999842e-01 -8.546200000000000463e-01 -7.917699999999999738e-01 -2.410299999999999943e-01 4.371800000000000130e-01 8.678399999999999448e-01 8.397900000000000365e-01 4.312799999999999967e-01 -1.317399999999999960e-01 -6.114399999999999835e-01 -8.829000000000000181e-01 -9.142500000000000071e-01 -7.301600000000000312e-01 -4.017299999999999760e-01 -6.348699999999999656e-03 3.812400000000000233e-01 6.875400000000000400e-01 8.757300000000000084e-01 9.447999999999999732e-01 9.131500000000000172e-01 8.056400000000000228e-01 6.511000000000000121e-01 4.692999999999999949e-01 2.777399999999999869e-01 7.483299999999999674e-02 -1.402700000000000058e-01 -3.950500000000000123e-01 -7.505699999999999594e-01 -8.068199999999999816e-01
4.192699999999999726e-03 3.311149999999999684e-03 -2.727749999999999966e-02 -4.368749999999999717e-02 -2.450549999999999951e-02 -3.311199999999999821e-03 4.423099999999999948e-02 -6.368550000000000599e-02 7.484399999999999387e-02 -2.833399999999999808e-02 -2.297199999999999798e-01 2.743050000000000210e-01 -1.769650000000000112e-01 2.002450000000000063e-01 -3.183200000000000474e-01 4.600349999999999717e-01 -7.475400000000000933e-01 6.511050000000000448e-01 3.596900000000000097e-01 -7.710550000000000459e-01 -5.926949999999999719e-01 3.186949999999999505e-01 8.615150000000000308e-01 5.648199999999999887e-01 -2.612050000000000205e-01 -8.463549999999999685e-01 -6.509549999999999503e-01 9.692049999999999277e-02 7.714999999999999636e-01 8.085499999999999909e-01 2.154050000000000131e-01 -5.105100000000000193e-01 -8.915250000000000119e-01 -7.056100000000000705e-01 -8.928300000000000125e-02 5.641049999999999676e-01 9.031400000000000539e-01 7.731850000000000112e-01 3.021650000000000169e-01 -2.674799999999999955e-01 -7.079400000000000137e-01 -9.168450000000000211e-01 -8.820449999999999680e-01 -6.448650000000000215e-01 -2.854999999999999760e-01 1.167790000000000078e-01 4.891800000000000592e-01 7.644050000000000011e-01 9.141099999999999781e-01 9.444600000000000772e-01 8.783950000000000369e-01 7.431299999999999573e-01 5.686949999999999505e-01 3.740250000000000519e-01 1.758149999999999991e-01 -2.871100000000000041e-02 -2.404299999999999771e-01 -4.846700000000000452e-01 -8.083500000000000130e-01 -7.526900000000000812e-01
-4.666400000000000235e-03 -7.928599999999999190e-03 1.696200000000000138e-02 -7.377699999999999536e-02 -3.579000000000000237e-02 3.500500000000000139e-03 -7.949799999999999922e-02 -5.288099999999999745e-02 2.043899999999999884e-01 6.561799999999999577e-02 -2.387299999999999978e-01 1.172300000000000009e-01 6.282100000000000184e-02 -6.507999999999999896e-02 -5.807699999999999668e-02 2.204200000000000048e-01 -6.167399999999999549e-01 7.850500000000000256e-01 1.084799999999999931e-01 -8.561100000000000376e-01 -3.919799999999999951e-01 5.255499999999999616e-01 8.722499999999999698e-01 3.895799999999999819e-01 -4.477099999999999969e-01 -8.757899999999999574e-01 -5.104699999999999793e-01 2.775599999999999734e-01 8.440199999999999925e-01 7.237799999999999789e-01 4.845499999999999807e-02 -6.374900000000000011e-01 -8.995900000000000007e-01 -5.992499999999999494e-01 6.311200000000000143e-02 6.741599999999999815e-01 9.148399999999999865e-01 6.886900000000000244e-01 1.678900000000000114e-01 -3.953599999999999892e-01 -7.881200000000000427e-01 -9.318699999999999761e-01 -8.334200000000000497e-01 -5.490899999999999670e-01 -1.661299999999999999e-01 2.359199999999999908e-01 5.874399999999999622e-01 8.281399999999999872e-01 9.382500000000000284e-01 9.306299999999999573e-01 8.321699999999999653e-01 6.718800000000000328e-01 4.805099999999999927e-01 2.758700000000000041e-01 7.365099999999999425e-02 -1.300300000000000067e-01 -3.361000000000000099e-01 -5.674599999999999644e-01 -8.567099999999999715e-01 -6.920699999999999630e-01
4.925000000000000992e-04 5.350499999999999354e-03 1.011344999999999952e-02 3.098594999999999822e-02 -6.607854999999999285e-03 3.008699999999999569e-03 -1.422200000000000131e-01 -1.162918500000000022e-02 2.638000000000000345e-01 1.474800000000000000e-01 -1.785400000000000043e-01 -7.404550000000000021e-02 2.931500000000000217e-01 -3.206849999999999978e-01 2.122100000000000097e-01 -4.966564999999999869e-02 -4.110800000000000010e-01 8.332450000000000134e-01 -1.522249999999999992e-01 -8.653200000000000891e-01 -1.611250000000000182e-01 6.928799999999999404e-01 8.248450000000000504e-01 1.916700000000000070e-01 -6.076749999999999652e-01 -8.592600000000000238e-01 -3.462349999999999595e-01 4.443099999999999827e-01 8.804049999999999931e-01 6.111299999999999510e-01 -1.189119999999999899e-01 -7.412100000000000355e-01 -8.780850000000000044e-01 -4.753049999999999775e-01 2.122149999999999870e-01 7.644250000000000211e-01 9.023399999999999199e-01 5.878400000000000292e-01 3.106705000000000230e-02 -5.128449999999999953e-01 -8.503199999999999648e-01 -9.274599999999999511e-01 -7.689250000000000806e-01 -4.441350000000000020e-01 -4.527499999999999580e-02 3.494150000000000311e-01 6.745950000000000557e-01 8.777449999999999974e-01 9.476149999999999851e-01 9.032299999999999773e-01 7.747549999999999715e-01 5.924650000000000194e-01 3.872900000000000231e-01 1.756800000000000028e-01 -2.784884999999999791e-02 -2.282350000000000212e-01 -4.264050000000000340e-01 -6.426399999999999890e-01 -8.951000000000000068e-01 -6.252550000000000052e-01
3.602900000000000026e-03 -2.131500000000000148e-03 -3.277099999999999805e-03 7.359200000000000463e-02 2.509099999999999872e-02 -1.266600000000000018e-02 -1.120799999999999991e-01 4.815799999999999942e-02 2.333800000000000041e-01 1.923900000000000055e-01 -6.707799999999999874e-02 -2.541599999999999970e-01 4.706299999999999928e-01 -5.252999999999999892e-01 4.530299999999999883e-01 -3.136599999999999944e-01 -1.602699999999999958e-01 7.990199999999999525e-01 -3.983700000000000019e-01 -8.052799999999999958e-01 8.016299999999999815e-02 8.134900000000000464e-01 7.278999999999999915e-01 -1.566800000000000137e-02 -7.355300000000000171e-01 -8.021599999999999842e-01 -1.678900000000000114e-01 5.917700000000000182e-01 8.830099999999999616e-01 4.775300000000000100e-01 -2.811000000000000165e-01 -8.209600000000000231e-01 -8.308999999999999719e-01 -3.391199999999999770e-01 3.546099999999999808e-01 8.350499999999999590e-01 8.687599999999999767e-01 4.747299999999999853e-01 -1.052799999999999986e-01 -6.190099999999999492e-01 -8.956600000000000117e-01 -9.060899999999999510e-01 -6.915400000000000436e-01 -3.326999999999999957e-01 7.517200000000000271e-02 4.564500000000000224e-01 7.509400000000000519e-01 9.144099999999999451e-01 9.439699999999999758e-01 8.642600000000000282e-01 7.081699999999999662e-01 5.067000000000000393e-01 2.905499999999999750e-01 7.462900000000000089e-02 -1.278900000000000037e-01 -3.228900000000000103e-01 -5.112900000000000222e-01 -7.105799999999999894e-01 -9.244900000000000340e-01 -5.534700000000000175e-01
-4.248049999999999743e-03 -2.912754999999999945e-03 -1.411850000000000084e-02 -1.153079999999999904e-02 2.630499999999999852e-02 -2.761850000000000069e-02 -1.191549999999999901e-02 1.010514999999999886e-01 1.134495000000000087e-01 1.801699999999999968e-01 7.030799999999999550e-02 -3.791800000000000170e-01 5.556799999999999518e-01 -6.401200000000000223e-01 6.262099999999999334e-01 -5.362500000000000044e-01 1.088324999999999987e-01 6.813750000000000639e-01 -6.060149999999999704e-01 -6.773249999999999549e-01 3.138699999999999823e-01 8.764049999999999896e-01 5.849649999999999572e-01 -2.207149999999999945e-01 -8.225949999999999651e-01 -7.052000000000000490e-01 1.698500000000000010e-02 7.125099999999999767e-01 8.499250000000000416e-01 3.269250000000000211e-01 -4.320699999999999541e-01 -8.728199999999999292e-01 -7.581499999999999906e-01 -1.940649999999999875e-01 4.859900000000000331e-01 8.831800000000000761e-01 8.138900000000000023e-01 3.513950000000000129e-01 -2.381099999999999883e-01 -7.110950000000000326e-01 -9.224750000000000449e-01 -8.674299999999999233e-01 -6.021100000000000341e-01 -2.164099999999999913e-01 1.932599999999999874e-01 5.551349999999999341e-01 8.149699999999999722e-01 9.371650000000000258e-01 9.269050000000000900e-01 8.138300000000000534e-01 6.329000000000000181e-01 4.153550000000000297e-01 1.912349999999999883e-01 -2.626814999999999706e-02 -2.254200000000000093e-01 -4.129800000000000137e-01 -5.898250000000000437e-01 -7.704499999999999682e-01 -9.443300000000000027e-01 -4.771549999999999958e-01
5.439699999999999570e-03 7.982200000000000059e-03 -5.063500000000000292e-03 -5.972100000000000325e-02 3.585800000000000098e-03 -1.893600000000000144e-02 8.715100000000000624e-02 1.187700000000000006e-01 -5.273599999999999816e-02 1.143499999999999933e-01 1.973799999999999999e-01 -4.252799999999999914e-01 5.396800000000000486e-01 -6.544600000000000417e-01 7.138600000000000501e-01 -6.943599999999999772e-01 3.658399999999999985e-01 4.993900000000000006e-01 -7.611099999999999532e-01 -4.978899999999999992e-01 5.243999999999999773e-01 8.832799999999999541e-01 4.088999999999999857e-01 -4.127199999999999758e-01 -8.686099999999999932e-01 -5.767499999999999849e-01 1.999199999999999866e-01 8.044200000000000239e-01 7.859300000000000175e-01 1.661900000000000044e-01 -5.681000000000000494e-01 -8.980299999999999949e-01 -6.644799999999999596e-01 -4.493199999999999972e-02 6.041400000000000103e-01 9.099300000000000166e-01 7.411200000000000010e-01 2.215300000000000047e-01 -3.650499999999999856e-01 -7.887399999999999967e-01 -9.321500000000000341e-01 -8.139199999999999768e-01 -5.033699999999999841e-01 -9.762600000000000444e-02 3.074299999999999811e-01 6.449099999999999833e-01 8.670900000000000274e-01 9.471899999999999764e-01 8.980700000000000349e-01 7.537800000000000056e-01 5.507600000000000273e-01 3.200399999999999912e-01 9.066899999999999959e-02 -1.260100000000000109e-01 -3.197999999999999732e-01 -4.981999999999999762e-01 -6.620300000000000074e-01 -8.226799999999999669e-01 -9.555599999999999650e-01 -3.974099999999999855e-01
-2.336525000000000320e-03 -6.542499999999999705e-03 3.093850000000000072e-02 -5.375699999999999749e-03 -1.696649999999999894e-02 1.677574999999999900e-02 1.226249999999999979e-01 8.050899999999999723e-02 -2.101649999999999907e-01 7.509500000000000550e-03 2.784400000000000208e-01 -3.752199999999999980e-01 4.186400000000000121e-01 -5.595250000000000501e-01 6.980450000000000266e-01 -7.640649999999999942e-01 5.810800000000000409e-01 2.678099999999999925e-01 -8.467350000000000154e-01 -2.788050000000000250e-01 6.949049999999999949e-01 8.306249999999999467e-01 2.087700000000000111e-01 -5.800799999999999290e-01 -8.689550000000000329e-01 -4.213399999999999923e-01 3.725849999999999995e-01 8.621250000000000302e-01 6.918649999999999523e-01 6.425000000000007094e-04 -6.837349999999999817e-01 -8.943449999999999456e-01 -5.515999999999999792e-01 1.042659999999999976e-01 7.051849999999999508e-01 9.134800000000000697e-01 6.512350000000000083e-01 8.774450000000000305e-02 -4.830650000000000222e-01 -8.495900000000000674e-01 -9.236050000000000093e-01 -7.457700000000000440e-01 -3.965799999999999881e-01 2.176064999999999944e-02 4.156250000000000222e-01 7.239200000000000079e-01 9.058950000000000058e-01 9.436599999999999433e-01 8.572600000000000220e-01 6.844000000000000083e-01 4.624199999999999977e-01 2.217250000000000054e-01 -1.003699999999999905e-02 -2.234250000000000125e-01 -4.098500000000000476e-01 -5.774350000000000316e-01 -7.268950000000000689e-01 -8.664149999999999352e-01 -9.576800000000000868e-01 -3.147800000000000042e-01
