   1.1777276e+02   3.1881843e+01   4.0983000e+01
   1.1774011e+02   3.1724392e+01   2.4313000e+01
   0.0000000e+00  -3.5953413e-04  -3.5953413e-04
   2.0000000e-02   8.1511049e-04   2.6729460e-05
   4.0000000e-02   2.8853453e-03   2.1511333e-03
   6.0000000e-02   4.9629987e-03   5.5952538e-03
   8.0000000e-02   6.2398287e-03   9.4530763e-03
   1.0000000e-01   6.2044714e-03   1.2615122e-02
   1.2000000e-01   4.7349776e-03   1.4110904e-02
   1.4000000e-01   2.1082130e-03   1.3398277e-02
   1.6000000e-01  -1.0551942e-03   1.0525451e-02
   1.8000000e-01  -3.9463899e-03   6.1242753e-03
   2.0000000e-01  -5.8230170e-03   1.2300380e-03
   2.2000000e-01  -6.2543714e-03  -3.0268806e-03
   2.4000000e-01  -5.2275057e-03  -5.7405152e-03
   2.6000000e-01  -3.0952047e-03  -6.4452252e-03
   2.8000000e-01  -4.4947727e-04  -5.1928885e-03
   3.0000000e-01   2.0136264e-03  -2.4883644e-03
   3.2000000e-01   3.6427886e-03   8.9904589e-04
   3.4000000e-01   3.9884270e-03   4.1702179e-03
   3.6000000e-01   2.9150252e-03   6.6951650e-03
   3.8000000e-01   6.3616895e-04   8.1400830e-03
   4.0000000e-01  -2.3293493e-03   8.5017605e-03
   4.2000000e-01  -5.2800605e-03   8.0429451e-03
   4.4000000e-01  -7.5127485e-03   7.1448640e-03
   4.6000000e-01  -8.5088218e-03   6.1361888e-03
   4.8000000e-01  -8.0628382e-03   5.2022622e-03
   5.0000000e-01  -6.3168089e-03   4.4094421e-03
   5.2000000e-01  -3.7088944e-03   3.7754444e-03
   5.4000000e-01  -8.6663806e-04   3.3224226e-03
   5.6000000e-01   1.5462594e-03   3.0922629e-03
   5.8000000e-01   3.0173927e-03   3.1250415e-03
   6.0000000e-01   3.3308344e-03   3.4138885e-03
   6.2000000e-01   2.5893843e-03   3.8615386e-03
   6.4000000e-01   1.1304341e-03   4.2926372e-03
   6.6000000e-01  -5.8245041e-04   4.5280257e-03
   6.8000000e-01  -2.0464690e-03   4.4444550e-03
   7.0000000e-01  -2.8085047e-03   3.9952543e-03
   7.2000000e-01  -2.5934702e-03   3.2238601e-03
   7.4000000e-01  -1.4374848e-03   2.2620242e-03
   7.6000000e-01   2.7894012e-04   1.3035147e-03
   7.8000000e-01   1.9432730e-03   5.6558578e-04
   8.0000000e-01   2.9090784e-03   2.3527880e-04
   8.2000000e-01   2.7030023e-03   4.0221596e-04
   8.4000000e-01   1.1781801e-03   1.0103185e-03
   8.6000000e-01  -1.4416080e-03   1.8667269e-03
   8.8000000e-01  -4.6381002e-03   2.7021280e-03
   9.0000000e-01  -7.7361659e-03   3.2398147e-03
   9.2000000e-01  -1.0035199e-02   3.2563228e-03
   9.4000000e-01  -1.0940833e-02   2.6402162e-03
   9.6000000e-01  -1.0127187e-02   1.4437111e-03
   9.8000000e-01  -7.6825488e-03  -9.2579283e-05
   1.0000000e+00  -4.1372914e-03  -1.5854464e-03
   1.0200000e+00  -3.2661455e-04  -2.6373215e-03
   1.0400000e+00   2.8558795e-03  -2.9720794e-03
   1.0600000e+00   4.7237913e-03  -2.5067558e-03
   1.0800000e+00   5.0041789e-03  -1.3461593e-03
   1.1000000e+00   3.9037926e-03   2.7578979e-04
   1.1200000e+00   2.0136895e-03   2.0492129e-03
   1.1400000e+00   1.1603158e-04   3.6116672e-03
   1.1600000e+00  -1.0494693e-03   4.5880620e-03
   1.1800000e+00  -1.0231251e-03   4.6775381e-03
   1.2000000e+00   2.1892979e-04   3.7627385e-03
   1.2200000e+00   2.2716701e-03   1.9820891e-03
   1.2400000e+00   4.4480304e-03  -2.9365609e-04
   1.2600000e+00   5.9808968e-03  -2.5715842e-03
   1.2800000e+00   6.2153233e-03  -4.3700326e-03
   1.3000000e+00   4.7673399e-03  -5.3308797e-03
   1.3200000e+00   1.6427781e-03  -5.3043079e-03
   1.3400000e+00  -2.7132549e-03  -4.4132098e-03
   1.3600000e+00  -7.4788103e-03  -3.0607995e-03
   1.3800000e+00  -1.1644668e-02  -1.8119335e-03
   1.4000000e+00  -1.4290025e-02  -1.1659744e-03
   1.4200000e+00  -1.4832510e-02  -1.3512747e-03
   1.4400000e+00  -1.3140370e-02  -2.2566988e-03
   1.4600000e+00  -9.5064344e-03  -3.5101549e-03
   1.4800000e+00  -4.5719779e-03  -4.6488232e-03
   1.5000000e+00   7.6340493e-04  -5.3074610e-03
   1.5200000e+00   5.4981796e-03  -5.3371402e-03
   1.5400000e+00   8.7616181e-03  -4.8219887e-03
   1.5600000e+00   1.0029176e-02  -4.0350015e-03
   1.5800000e+00   9.2368645e-03  -3.3504692e-03
   1.6000000e+00   6.7843787e-03  -3.1116078e-03
   1.6200000e+00   3.4266880e-03  -3.4989917e-03
